timestamp,x,y,z,velocity,direction,fuel_level,temperature
2042-01-01 00:00:00,5.993428306022466,5.099033154879002,0.32482172502561846,6.546096221061305,102.28557555315594,99.15248063595459,20.328877962650367
2042-01-01 00:01:00,10.716899703680095,9.485983679248156,1.1803030543101007,7.069807494610249,177.19168599548243,98.9980766881372,21.053603749393314
2042-01-01 00:02:00,17.012276779881482,12.575429234128418,1.3878831333101393,7.2931972332891775,181.6215184840002,96.21852346454978,20.586909724638634
2042-01-01 00:03:00,25.058336492697535,14.605024067570056,2.079921603671099,8.443843828670095,222.5367311259065,99.05453433131184,21.178006271888293
2042-01-01 00:04:00,29.590029743250863,18.65235903799044,1.1863069367173136,7.778276562266879,56.98274730472562,100.0,21.67877453393322
2042-01-01 00:05:00,34.1217558293525,22.24258711612307,2.399600644090252,6.832259215450055,233.33105464625976,96.97606028637094,23.255731729497075
2042-01-01 00:06:00,42.28018146036728,26.585376946164665,3.4008061194524766,7.743018144708818,296.60475315575025,100.0,21.518261441941448
2042-01-01 00:07:00,48.8150509186731,30.53813464868762,3.583717488384286,6.726348005530817,123.31039028725706,100.0,19.62156143984561
2042-01-01 00:08:00,52.8761021468032,35.11246372166662,5.242963156816691,8.041345526943537,136.055354179361,97.77077259529716,23.710101769742742
2042-01-01 00:09:00,58.96122223397512,37.30961090432577,7.18053329444325,7.26443767409106,236.99941434641147,98.86108486946846,20.74436479957744
2042-01-01 00:10:00,63.034386848350195,42.28570200277726,6.572973430074276,7.453181905630415,182.0367767409182,100.0,21.911919359343056
2042-01-01 00:11:00,67.10292734120968,45.58210140981586,6.810248651508061,8.162898323771095,53.499325152934205,100.0,22.66980476041107
2042-01-01 00:12:00,72.58685188434174,51.69499271875375,7.041106301720763,6.856418215707875,91.35061867646864,98.87642616865514,22.299415627604173
2042-01-01 00:13:00,73.76029139502614,53.661210991619406,7.101203200611899,6.801440907443505,197.8812008592666,98.2883971298418,23.641269321282213
2042-01-01 00:14:00,75.31045573000009,59.26515669636728,8.930678042543647,7.208200336826998,172.88393923218993,98.82188680957199,22.71850471508914
